Event,Name,Gender,Occupation,Keyword,Text
"{'text': 'appeared', 'lemma': 'appear', 'start_token': 6, 'end_token': 6}",Ryan Lewis,M,musicians,appear,"On 30 October 2012, Lewis appeared on The Ellen DeGeneres Show performing their single ""Same Love"" and then again on 18 January 2013, performing their single ""Thrift Shop"", which they had sung previously on Late Night with Jimmy Fallon on 11 December 2012. The song topped the Billboard Hot 100 for six weeks, giving them their first number 1 hit in "
"{'text': 'appeared', 'lemma': 'appear', 'start_token': 37, 'end_token': 37}",Richard Nance,M,musicians,appear,"He is an active member of the American Choral Directors Association, presently serving as state president for Washington and as the Choral Review Editor for the Choral Journal.  Three choirs under his direction have appeared at ACDA regional conventions.  Dr. Nance also serves as director of music at St. Mary's Episcopal Church of Lakewood, Washing"
"{'text': 'perform', 'lemma': 'perform', 'start_token': 32, 'end_token': 32}",Brittain Ashford,F,musicians,perform,"Ashford's first theatrical performance was as Sonya Rostova in the 2012 Ars Nova production of Dave Malloy's Natasha, Pierre & The Great Comet of 1812. Ashford continued to perform with the show in all future incarnations of it, including productions at Kazino, the American Repertory Theater, and at the Imperial Theatre, the latter of which marked "
"{'text': 'performed', 'lemma': 'perform', 'start_token': 5, 'end_token': 5}",Ruby Friedman,F,musicians,perform,"In 2015, Ruby Friedman performed the vocals on the song, Hunt You Down[19] for the CLIO award-winning[20] advertising campaign for the  launch of the Sony PS4 game, Bloodborne.[21][22][23][24] The song is a collaboration with The Hit House Music,[25] and was written by Scott Miller and William Hunt.  It was recorded by Wyn Davis[26]  in Los Angeles"
"{'text': 'perform', 'lemma': 'perform', 'start_token': 8, 'end_token': 8}",Ruby Friedman,F,musicians,perform,"In 2014, Ruby Friedman was commissioned to perform two songs, including the title track, on a tribute album, Life, honoring the life and music of Tarka Cordell,[38] (produced by Alex Elena). Other contributing vocalists on the album include Lily Allen, Imani Coppola, and Evan Dando.
"
"{'text': 'performing', 'lemma': 'perform', 'start_token': 55, 'end_token': 55}",Shawn Lee (musician),M,musicians,perform,"Shawn Lee was born to a mother of Lebanese and American Indian ancestry and a father of Irish American ancestry.[3] Lee has relocated twice in pursuit of his career. He moved to Los Angeles in 1988 where he worked with The Dust Brothers and Jeff Buckley. After being in various bands, performing on The Tonight Show, a publishing deal with EMI and to"
"{'text': 'performs', 'lemma': 'perform', 'start_token': 45, 'end_token': 45}",Shawn Lee (musician),M,musicians,perform,"Lee continues to live in London working on an array of new albums in his studio ""Trans-Yank."" These include collaborations with Clutchy Hopkins, Tony Joe White, Darondo, Money Mark and Tommy Guerrero.  He also frequently performs with London-based electronica band Psapp, both on record and at live performances.
"
"{'text': 'performed', 'lemma': 'perform', 'start_token': 62, 'end_token': 62}",Qaasim Middleton,M,musicians,perform,"Middleton is the guitar player for The Naked Brothers Band.[3] He is the newest member to the band and is the replacement for Cole Hawkins and Joshua Kaye as lead guitarist. In the show, it is revealed that he is greatly influenced by Jimi Hendrix. He was also featured in HBO's The Music in Me where he performed as a percussionist.[5]
"
"{'text': 'taught', 'lemma': 'teach', 'start_token': 60, 'end_token': 60}",Gwendolyn Rosetta Capps Lightner,F,musicians,teach,"After St. Paul Baptist Church, Lightner went on to become choir director and pianist at Grace Memorial Church of God in Christ and Mount Moriah Baptist Church. [14] In 1956, she became the musical minister for the Bethany Missionary Baptist Church, where she would remain for the next 43 years.  She also taught music at the Victory Baptist Day Schoo"
"{'text': 'taught', 'lemma': 'teach', 'start_token': 18, 'end_token': 18}",Lillian Rosedale Goodman,F,musicians,teach,"Goodman was a member of the California Music Teachers Association and ASCAP. Later in life, she taught voice students,[18] and did voice coaching for well-known singers and actors such as José Ferrer and Betty Hutton.[19][20] She made a record of vocal exercises, I Say You Can Sing (1962).[21][22]
"
"{'text': 'teach', 'lemma': 'teach', 'start_token': 32, 'end_token': 32}",John Viavattine,M,musicians,teach,"After earning his bachelor's degree in music from Nazareth College, he moved to Los Angeles, California to teach for a short time before returning to Upstate New York to teach at Spencerport High School in Spencerport, New York. He is the director of the Spencerport Wind ensemble, and in conjunction with his colleague, Ben Osborne, the Spencerport "
"{'text': 'taught', 'lemma': 'teach', 'start_token': 28, 'end_token': 28}",D'Arcy Drollinger,M,musicians,teach,"Sexitude is an ongoing body-positive, sex-positive dance/fitness program[13] created by Drollinger in 2011 in San Francisco, California. Drollinger taught the first class at the Academy of Ballet on August 7, 2011, as he desired as class that would be ""fun, relaxed, and a good workout, both physically and mentally.""[14]  Since then, Sexitude classe"
"{'text': 'according', 'lemma': 'accord', 'start_token': 44, 'end_token': 44}",Nalini Cheriel,F,musicians,accord,"After moving to Los Angeles, Cheriel began work as a visual artist. She has created several paintings which continue on the themes she explored in her music, as well as exploring new ones.[3] The main theme of her art, according to Cheriel, would be the attempts of people to connect to the world around them and to each other. Cheriel's interest in "
"{'text': 'According', 'lemma': 'accord', 'start_token': 0, 'end_token': 0}",Zoë Lund,F,musicians,accord,"According to Lund, ""There was a lot of rewriting done on the set. Two other characters were cut, and my character modulated and took on more and more. A lot of things had to be changed and improvised. The vampire speech – which is crucial to the Lieutenant – was written two minutes before it was shot. I memorized it and did it in one take. The spee"
"{'text': 'according', 'lemma': 'accord', 'start_token': 25, 'end_token': 25}",Tom Kitt (musician),M,musicians,accord,"Kitt had reteamed with Brian Yorkey for a musical adaptation of Magic Mike, with Roberto Aguirre-Sacasa writing the book.[29] However, according to various news sources, including Deadline on May 2 and 3, 2019, the creative team of Kitt, Yorkey and Aguirre-Sacasa have left the project and a developmental lab that had been scheduled for the week of "
"{'text': 'According', 'lemma': 'accord', 'start_token': 39, 'end_token': 39}",Screamin' Jay Hawkins,M,musicians,accord,"Hawkins' most successful recording, ""I Put a Spell on You"" (1956), was selected as one of The Rock and Roll Hall of Fame's 500 Songs that Shaped Rock and Roll. According to the AllMusic Guide to the Blues, ""Hawkins originally envisioned the tune as a refined ballad.""[17] The entire band was intoxicated during a recording session where ""Hawkins scre"
"{'text': 'founded', 'lemma': 'found', 'start_token': 12, 'end_token': 12}",Dria (recording artist),F,musicians,found,"In 2008, alongside her then-partner Christopher Thornton, Dria founded the songwriting and production team The Frontrunnaz, which has since collaborated in several pieces for successful hip-hop artists such as Logic, Ray J and Young Thug. As an AFTRA vocalist, Dria's vocals have also been featured on Rick Ross “Money Dance” and “Lamborghini Doors”,"
"{'text': 'founded', 'lemma': 'found', 'start_token': 37, 'end_token': 37}",Reiko Obata,F,musicians,found,"Obata has recorded multiple CDs of her own compositions and arrangements, including ""Serenity,"" ""Sound of Kiri,"" and a self-titled jazz koto CD with her band East West, founded in 2005. She was one of the first koto players to play jazz on the koto and the only one to have released a CD of jazz standards.
"
"{'text': 'founded', 'lemma': 'found', 'start_token': 38, 'end_token': 38}",PJ Loughran,M,musicians,found,"Loughran is the former founder and CEO of Kerosene Creative Services,[2] which he sold in 2009 to Manifest Digital. He served as Chief Creative Officer of Manifest Digital for two years. In 2012, he founded The Distillery, a Chicago/LA-based digital creative and social media agency. In 2013 Loughran sold the Distillery to Superfly, where he is serv"
"{'text': 'founded', 'lemma': 'found', 'start_token': 46, 'end_token': 46}",John Viavattine,M,musicians,found,"He is a member of Rochester's hit Latin Band, ""Mambo Kings"", started by another local musician and composer, Richard Delaney. He is also a member of one of Rochester's premier party bands, ""Unlimited"",  founded and directed by his brother Bob Viavattine.
"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 41, 'end_token': 41}",Zoë Lund,F,musicians,direct,"Lund said in an interview that Bad Lieutenant was the most personal film she had ever acted in.[7] She also claims in another interview that she wrote the screenplay all by herself.[15] She also claimed that she co-directed several scenes in Bad Lieutenant.[16]
"
"{'text': 'directed', 'lemma': 'direct', 'start_token': 33, 'end_token': 33}",D'Arcy Drollinger,M,musicians,direct,"In 1993 Drollinger's first full length Musical, The Cereal Killers was produced at the Artful circle Theater in San Francisco.  The production included many members of Enrique and was directed by Charles Herman-Wurmfeld.  Drollinger and Wurmfeld went on to collaborate on two other rock musicals, The Possession of Mrs. Jones and Suburbia 3000.   Dro"
"{'text': 'directing', 'lemma': 'direct', 'start_token': 3, 'end_token': 3}",Noel Osborne,M,musicians,direct,"Osborne is currently directing and producing the feature documentary ""Irie""  With production partners John Adams, Eric Thompson (Twilight, Percey Jackson the lightning thief)  and Noel Williams. O entertainment is actively developing feature film and TV projects.[citation needed][needs update]
"
"{'text': 'producing', 'lemma': 'produce', 'start_token': 2, 'end_token': 2}",Mollie Williams,F,musicians,produce,"Williams began producing her own shows with her own company during the 1915–1916 season of The Mollie Williams Show.[13] It was around this time that she first performed her best known acts, namely a letter carrier ragtime number and a fashion show “for the ladies.”[14] Williams frequently touted her appeal with women. Early in her career, she told"
